一个	yi2'ge4
绳子	sheng2'zi5
绳结	sheng2'jie2
维和	wei2'he2
维度	wei2'du4
维数	wei2'shu4
维系	wei2'xi4
绵子	mian2'zi5
绵缀	mian2'zhui4
绵薄	mian2'bo2
绵长	mian2'chang2
绷价	beng1'jia4
绷子	beng1'zi5
绷巴	beng1'ba1
绷带	beng1'dai4
绷床	beng1'chuang2
绷弓	beng1'gong1
绷扒	beng1'ba1
绷拽	beng1'zhuai4
绷接	beng1'jie1
绷瓷	beng4'ci2
绷簧	beng1'huang2
绷紧	beng1'jin3
绷线	beng1'xian4
绷脸	beng3'lian3
绷裂	beng4'lie4
绷针	beng1'zhen1
绸子	chou2'zi5
绸帷	zi1'wei2
绸缪	chou2'mou2
综合	zong4'he2
综括	zong4'gua1
综揽	zong4'lan3
综核	zong4'he2
综理	zong4'li3
综观	zong4'guan1
综论	zong4'lun4
综述	zong4'shu4
绽缝	zhan4'feng4
绽露	zhan4'lu4
绾发	wan3'fa3
绾毂	wan3'gu3
绾结	wan3'jie2
绿卡	lv4'ka3
绿发	lv4'fa3
绿地	lv4'di4
绿林	lu4'lin2
绿耳	lu4'er3
绿苔	lv4'tai2
绿螘	lu4'yi3
缀合	zhui4'he2
缀字	zhui4'zi4
缀宅	zhui4'zhe4
缀文	zhui4'wen2
缀旒	zhui4'liu2
缀满	zhui4'man3
缀缀	zhui4'zhui4
缀辑	zhui4'ji2
缀饰	zhui4'shi4
缅腼	mian3'tian3
缇骑	ti2'ji4
缉事	qi4'shi4
缉凶	qi4'xiong1
缉听	qi4'ting1
缉屦	qi4'ju4
缉拿	ji1'na2
缉拿	qi4'na2
缉捉	qi4'zhuo1
缉捕	ji1'bu3
缉捕	qi4'bu3
缉查	ji1'cha2
缉毒	qi4'du2
缉熙	qi4'xi1
缉理	qi4'li3
缉私	ji1'si1
缉私	qi4'si1
缉穆	qi4'mu4
缉缉	qi4'qi4
缉获	ji1'huo4
缉获	qi4'huo4
缉访	ji1'fang3
缉访	qi4'fang3
缊袍	yun4'pao2
缎子	duan4'zi5
缓冲	huan3'chong1
缓和	huan3'he2
缓期	huan3'qi2
缓行	huan3'xing2
缓降	huan3'jiang4
缔创	di4'chuang4
缔结	di4'jie2
缕当	lv3'dang4
编削	bian1'xue4
编发	bian1'fa3
编曲	bian1'qu3
编氓	bian1'meng2
编结	bian1'jie2
编缀	bian1'zhui4
编缉	bian1'qi4
缘分	yuan2'fen4
缘法	yuan2'fa3
缘法	yuan2'fa5
缚住	fu2'zhu4
缚束	fu2'shu4
缚紧	fu2'jin3
缝制	feng2'zhi4
缝合	feng2'he2
缝子	feng4'zi5
缝工	feng2'gong1
缝穷	feng2'qiong2
缝纫	feng2'ren4
缝缀	feng2'zhui4
缝衣	feng2'yi1
缝补	feng2'bu3
缝隙	feng4'xi4
缝𫟃		feng2'ren4
缟冠	gao3'guan1
缠磨	chan2'mo5
缠累	chan2'lei3
缠结	chan2'jie2
缠缚	chan2'fu2
缨冠	ying1'guan1
缨子	ying1'zi5
缩合	suo1'he2
缩合	suo1'he5
缩囊	su4'nang2
缩地	su4'di4
缩手	su4'shou3
缩朒	su4'nv4
缩栗	su4'li4
缩称	suo1'cheng1
缩缩	su4'su4
缩酒	su4'jiu3
缩頞	su4'e4
缩鼻	su4'bi2
缪学	miu4'xue2
缪巧	miu4'qiao3
缪篆	mou2'zhuan4
缭转	liao2'zhuan3
缯书	zeng1'shu1
缯绫	zeng1'ling2
缯绷	zeng4'beng3
缰绳	jiang1'sheng2
缰绳	jiang1'sheng5
缴卷	jiao3'juan4
缴还	jiao3'huan2
缸子	gang1'zi5
缺少	que1'shao3
罄匮	qing4'kui4
罐头	guan4'tou5
罐子	guan4'zi5
网卡	wang3'ka3
网吧	wang3'ba5
网圈	wang3'quan1
网子	wang3'zi5
网屏	wang3'ping2
网杓	wang3'shao2
网膜	wang3'mo4
罗刹	luo2'cha4
罗勒	luo2'le4
罗叉	luo2'cha1
罗嗦	luo1'suo5
罗圈	luo2'quan1
罗扇	luo2'shan4
罗教	luo2'jiao4
罢了	ba4'le5
罢了	ba4'liao3
罢劳	pi2'lao2
罢弊	pi2'bi4
罢敝	pi2'bi4
罢散	pi2'san4
罢癃	pi2'long2
罢软	pi2'ruan3
罩子	zhao4'zi5
罪恶	zui4'e4
罪行	zui4'xing2
罪行	zui4'xing4
罪过	zui4'guo4
罪过	zui4'guo5
署书	shu4'shu1
署办	shu4'ban4
署名	shu4'ming2
署吏	shu4'li4
署榜	shu4'bang3
署理	shu4'li3
署缺	shu4'que1
署长	shu3'zhang3
罹难	li2'nan4
羁勒	ji1'le4
羊膜	yang2'mo4
羌帖	qiang1'tie5
美分	mei3'fen1
美发	mei3'fa3
美吨	mei3'dun4
美处	mei3'chu4
美差	mei3'chai1
美恶	mei3'e4
美朝	mei3'chao2
美的	mei3'di2
美眄	mei3'mian3
美称	mei3'cheng1
羓子	ba1'zi5
羔子	gao1'zi5
羞怯	xiu1'que4
羞恶	xiu1'wu4
羞辱	xiu1'ru4
羡煞	xian4'sha4
群从	qun2'zong4
群落	qun2'luo4
群辟	qun2'bi4
羧酸	zui1'suan1
羯磨	jie2'mo2
羰基	tan4'ji1
羲和	xi1'he2
羸露	lei2'lu4
羽冠	yu3'guan1
羽扇	yu3'shan4
羽旄	yu3'mao2
羽盖	yu3'gai4
羽骑	yu3'ji4
翁蛤	weng1'ge2
翁长	weng1'zhang3
翅子	chi4'zi5
翅脉	chi4'mai4
翎子	ling2'zi5
翔洽	xiang2'qia4
翔洽	xiang2'xia2
翕动	xi1'dong4
翕动	xi4'dong4
翕呷	xi4'xia2
翘企	qiao2'qi3
翘企	qiao2'qi4
翘思	qiao2'si1
翘曲	qiao2'qu1
翘望	qiao2'wang4
翘材	qiao2'cai2
翘棱	qiao2'leng5
翘棱	qiao2'leng5
翘楚	qiao2'chu3
翘盼	qiao2'pan4
翘翘	qiao2'qiao2
翘足	qiao2'zu2
翘首	qiao2'shou3
翚翟	hui1'di2
翛然	xiao1'ran2
翛翛	xiao1'xiao1
翠涡	cui4'wo1
翠盖	cui4'gai4
翠翘	cui4'qiao2
翠钿	cui4'dian4
翦落	jian3'luo4
翻倒	fan1'dao3
翻刻	fan1'ke1
翻卷	fan1'juan3
翻地	fan1'di4
翻弄	fan1'nong4
翻盖	fan1'gai4
翻看	fan1'kan4
翻空	fan1'kong1
翻蔓	fan1'man4
翻调	fan1'diao4
翻转	fan1'zhuan3
老亲	lao3'qin1
老公	lao3'gong1
老公	lao3'gong5
老几	lao3'ji3
老叔	lao3'shu2
老姥	lao3'mu3
老娘	lao3'niang2
老娘	lao3'niang5
老婆	lao3'po2
老婆	lao3'po5
老子	lao3'zi3
老子	lao3'zi5
老实	lao3'shi2
老实	lao3'shi5
老宿	lao3'su4
老将	lao3'jiang4
老少	lao3'shao4
老干	lao3'gan1
老拙	lao3'zhuo2
老挝	lao3'wo1
老挝	lao3'zhua1
老是	lao3'shi4
老是	lao3'shi5
老爷	lao3'ye5
老相	lao3'xiang4
老绷	lao3'beng5
老老	lao3'lao5
老舍	lao3'she3
老落	lao3'luo4
老调	lao3'diao4
老鸹	lao3'gua5
考中	kao3'zhong4
考分	kao3'fen1
考卷	kao3'juan4
考差	kao3'chai1
考期	kao3'qi2
考校	kao3'jiao4
考究	kao3'jiu4
考究	kao3'jiu5
考绩	kao3'ji1
考量	kao3'liang2
耄期	mao4'qi2
耆宿	qi2'su4
耆硕	qi2'shi2
耍子	shua3'zi5
耍弄	shua3'nong4
耐看	nai4'kan4
耐磨	nai4'mo2
耕地	geng1'di4
耕畜	geng1'chu4
耕种	geng1'zhong4
耗子	hao4'zi5
耗散	hao4'san4
耗斁	hao4'du4
耙地	ba4'di4
耙地	pa2'di4
耙子	pa2'zi5
耧播	lou2'bo4
耳塞	er3'sai1
耳壳	er3'ke2
耳子	er3'zi5
耳屏	er3'ping2
耳朵	er3'duo5
耳熟	er3'shu2
耳片	er3'pian1
耳重	er3'zhong4
耳风	er3'feng5
耵聍	ding3'ning2
耵聍	ting1'ning2
耶娘	ye2'niang2
耶律	ye1'lv4
耶稣	ye1'su1
耶耶	ye2'ye2
耶西	ye1'xi1
耶酥	ye1'su1
耶鲁	ye1'lu3
耷拉	da1'la5
耻辱	chi3'ru4
耽乐	dan1'le4
耽待	dan1'dai4
耽搁	dan1'ge1
耽搁	dan1'ge5
耽玩	dan1'wan4
耽误	dan1'wu4
耽误	dan1'wu5
聆乐	ling2'yue4
聊聊	liao2'liao5
聋哑	long2'ya3
聋子	long2'zi5
职分	zhi2'fen4
职场	zhi2'chang3
职校	zhi2'xiao4
职称	zhi2'cheng1
聐聒	ya4'gua1
聒噪	gua1'zao4
聒天	gua1'tian1
聒子	gua1'zi5
聒扰	gua1'rao3
聒气	gua1'qi4
聒絮	gua1'xu4
聒耳	gua1'er3
聒聒	gua1'gua1
聒躁	gua1'zao4
联亲	lian2'qin1
联弹	lian2'tan2
联播	lian2'bo4
联系	lian2'xi4
联结	lian2'jie2
联缀	lian2'zhui4
聘调	pin4'diao4
聚会	ju4'hui4
聚会	ju4'hui5
聚散	ju4'san4
聚落	ju4'luo4
聪了	cong1'liao3
聪明	cong1'ming2
聪明	cong1'ming5
肃宁	su4'ning2
肆应	si4'ying4
肆行	si4'xing2
肉冠	rou4'guan1
肉头	rou4'tou5
肉干	rou4'gan1
肉弹	rou4'dan4
肉燥	rou4'sao4
肉片	rou4'pian4
肉畜	rou4'chu4
肉脯	rou4'fu3
肋筋	le4'jin1
肋膜	le4'mo4
肋部	le4'bu4
肋骨	le4'gu3
肌膜	ji1'mo4
肐膊	ge1'bo5
肖翘	xiao4'qiao2
肘子	zhou3'zi5
肘腋	zhou3'yi4
肚儿	du3'r5
肚兜	du4'dou1
肚包	du4'bao1
肚子	du3'zi5
肚子	du4'zi5
肚孤	du4'gu1
肚痛	du4'tong4
肚皮	du4'pi2
肚肠	du4'chang2
肚脐	du4'qi2
肚腹	du4'fu4
肚里	du4'li3
肚量	du4'liang4
肚饥	du4'ji1
肛瘘	gang1'lv2
肝气	gan1'qi5
肝鬲	gan1'ge2
肠仔	chang2'zi3
肠子	chang2'zi5
肠肚	chang2'du4
股子	gu3'zi3
股子	gu3'zi5
股息	gu3'xi2
股癣	gu3'xian3
股长	gu3'zhang3
肥分	fei2'fen4
肥喏	fei2'nuo4
肥差	fei2'chai1
肥强	fei2'qiang2
肥盛	fei2'sheng4
肥硕	fei2'shi2
肮脏	ang1'zang1
肮脏	kang3'zang3
肯綮	ken3'qing4
育乐	yu4'le4
育种	yu4'zhong3
育空	yu4'kong1
肸蚃	xi4'xiang3
肺肺	pei4'pei4
胁从	xie2'zong4
胁息	xie2'xi2
胃脘	wei4'wan3
胆子	dan3'zi5
胆怯	dan3'que4
胆慑	dan3'zhe2
胆落	dan3'luo4
胆识	dan3'shi4
胆量	dan3'liang4
背兴	bei4'xing4
背包	bei1'bao1
背叉	bei4'cha1
背地	bei4'di4
背子	bei1'zi5
背子	bei4'zi5
背山	bei1'shan1
背带	bei1'dai4
背榜	bei1'bang3
背熟	bei4'shu2
背篓	bei1'lou3
背篓	bei4'lou3
背负	bei1'fu4
胎便	tai1'bian4
胎发	tai1'fa3
胎子	tai1'zi5
胎息	tai1'xi2
胎教	tai1'jiao4
胎膜	tai1'mo4
胖子	pang4'zi5
胚子	pei1'zi5
胜任	sheng1'ren4
胜地	sheng4'di4
胜朝	sheng4'chao2
胜衣	sheng1'yi1
胜迹	sheng4'ji1
胜键	sheng1'jian4
胞与	bao1'yu3
胞姊	bao1'jie3
胞姊	bao1'zi3
胞浆	bao1'jiang1
胡为	hu2'wei2
胡乐	hu2'yue4
胡同	hu2'tong4
胡同	hu2'tong5
胡噜	hu2'lu5
胡子	hu2'zi5
胡子	hu2'zi5
胡宁	hu2'ning2
胡抡	hu2'lun1
胡搅	hu2'gao3
胡搅	hu2'jiao3
胡涂	hu2'tu2
胡涂	hu2'tu5
胡混	hu2'hun4
胡琴	hu2'qin2
胡琴	hu2'qin5
胡突	hu2'tu2
胡臭	hu2'chou4
胡行	hu2'xing2
胡诌	hu2'zou1
胡骑	hu2'ji4
胥靡	xu1'mi2
胪传	lu2'chuan2
胰子	yi2'zi5
胳肢	ge1'zhi1
胳肢	ge2'zhi5
胳膊	ge1'bo5
胳臂	ge1'bei5
胳臂	ge1'bi4
胶卷	jiao1'juan3
胶圈	jiao1'quan1
胶泥	jiao1'ni2
胶片	jiao1'pian4
胶着	jiao1'zhuo2
胶粘	jiao1'nian2
胶结	jiao1'jie2
胶葛	jiao1'ge2
胶鬲	jiao1'ge2
胸脊	xiong1'ji2
胸脯	xiong1'pu2
胸膜	xiong1'mo4
胸闷	xiong1'men1
能为	neng2'wei2
能乐	neng2'yue4
能勾	neng2'gou4
能量	neng2'liang4
脂麻	zhi1'ma5
脆片	cui4'pian4
脆生	cui4'sheng5
脆薄	cui4'bo2
脉冲	mai4'chong1
脉动	mai4'dong4
脉压	mai4'ya1
脉口	mai4'kou3
脉息	mai4'xi1
脉息	mai4'xi2
脉搏	mai4'bo2
脉望	mai4'wang4
脉案	mai4'an4
脉欂	mai4'bo2
脉理	mai4'li3
脉石	mai4'shi2
脉礼	mai4'li3
脉管	mai4'guan3
脉经	mai4'jing1
脉络	mai4'luo4
脉脉	mo4'mo4
脉膊	mai4'bo2
脉诀	mai4'jue2
脉诊	mai4'zhen3
脉象	mai4'xiang4
脉轮	mai4'lun2
脉门	mai4'men2
脊令	ji2'ling2
脊梁	ji3'liang2
脊梁	ji3'liang5
脏弹	zang1'dan4
脑儿	nao3'r5
脑壳	nao3'ke2
脑子	nao3'zi5
脑杓	nao3'shao2
脑浆	nao3'jiang1
脑袋	nao3'dai5
脑量	nao3'liang4
脓血	nong2'xie3
脖子	bo2'zi5
脚劲	jiao3'jin4
脚叉	jiao3'cha1
脚子	jiao3'zi5
脚癣	jiao3'xian3
脚色	jiao3'se4
脚色	jue2'se4
脚行	jiao3'hang2
脚迹	jiao3'ji1
脚镣	jiao3'liao2
脯子	pu2'zi5
脯资	fu3'zi1
脯醢	fu3'hai3
脱发	tuo1'fa3
脱壳	tuo1'ke2
脱期	tuo1'qi2
脱泥	tuo1'ni2
脱空	tuo1'kong1
脱臭	tuo1'chou4
脱落	tuo1'luo4
脱闷	tuo1'men4
脱难	tuo1'nan4
脶肌	luo2'ji5
脸子	lian3'zi5
脸相	lian3'xiang4
脸薄	lian3'bao2
脸面	lian3'mian5
脺液	cui4'ye4
脺脏	cui4'zang4
脾和	pi2'he2
脾气	pi2'qi5
脾瘅	pi2'dan1
腊毒	xi2'du2
腋臭	ye4'chou4
腌䐶		ang1'zang1
腌制	yan1'zhi4
腌渍	yan1'zi4
腌臜	a1'za5
腌臜	ang1'za5
腌臜	ang1'zang1
腌货	yan1'huo4
腐恶	fu3'e4
腐熟	fu3'shu2
腐臭	fu3'chou4
腔子	qiang1'zi5
腔调	qiang1'diao4
腕子	wan4'zi5
腤䐶		an1'zan1
腥臊	xing1'sao1
腥臭	xing1'chou4
腰子	yao1'zi5
腰铺	yao1'pu4
腱子	jian4'zi5
腹地	fu4'di4
腹膜	fu4'mo4
腻味	ni4'wei4
腻味	ni4'wei5
腻子	ni4'zi5
腻抹	ni4'mo5
腻糊	ni4'hu5
腼冒	tian3'mao4
腼然	tian3'ran2
腼脸	tian3'lian3
腼腼	mian3'tian3
腼面	tian3'mian4
腼颜	tian3'yan2
腾倒	teng2'dao3
腾空	teng2'kong1
腾趠	teng2'chao4
腾踔	teng2'zhuo2
腾那	teng2'nuo2
腿子	tui3'zi5
膀子	bang3'zi5
膀胱	pang2'guang1
膈肢	ge2'zhi5
膍胵	pi2'chi1
膏子	gao1'zi5
膏药	gao1'yao4
膏药	gao1'yao5
膏露	gao1'lu4
膛炸	tang2'zha4
膜外	mo4'wai4
膜孔	mo4'kong3
膝盖	xi1'gai4
膝行	xi1'xing2
膳宿	shan4'su4
膴仕	wu3'shi4
膴膴	wu3'wu3
膻中	dan4'zhong1
膻行	shan1'xing4
臆度	yi4'duo4
臊味	sao1'wei4
臊声	sao1'sheng1
臊子	sao4'zi5
臊根	sao1'gen1
臊气	sao1'qi4
臊皮	sao4'pi2
臊腥	sao1'xing1
臧否	zang1'pi3
自个	zi4'ge3
自了	zi4'liao3
自传	zi4'zhuan4
自便	zi4'bian4
自分	zi4'fen4
自创	zi4'chuang4
自危	zi4'wei2
自各	zi4'ge3
自在	zi4'zai4
自在	zi4'zai5
自处	zi4'chu3
自好	zi4'hao4
自度	zi4'duo4
自强	zi4'qiang2
自当	zi4'dang1
自得	zi4'de2
自戕	zi4'qiang2
自摸	zi4'mo1
自然	zi4'ran2
自然	zi4'ran5
自白	zi4'bo2
自相	zi4'xiang1
自省	zi4'xing3
自称	zi4'cheng1
自给	zi4'ji3
自缚	zi4'fu2
自行	zi4'xing2
自见	zi4'xian4
自转	zi4'zhuan4
自重	zi4'zhong4
自量	zi4'liang4
臭名	chou4'ming2
臭嚼	chou4'jiao2
臭头	chou4'tou2
臭局	chou4'ju2
臭屁	chou4'pi4
臭幺	chou4'yao1
臭弹	chou4'dan4
臭打	chou4'da3
臭棋	chou4'qi2
臭椿	chou4'chun1
臭死	chou4'si3
臭气	chou4'qi4
臭氧	chou4'yang3
臭泥	chou4'ni2
臭盖	chou4'gai4
臭美	chou4'mei3
臭腺	chou4'xian4
臭虫	chou4'chong2
臭觉	xiu4'jue2
臭迹	chou4'ji4
臭钱	chou4'qian2
臭骂	chou4'ma4
臭鼬	chou4'you4
至乐	zhi4'le4
至亲	zhi4'qin1
至和	zhi4'he2
至少	zhi4'shao3
至行	zhi4'xing4
至诚	zhi4'cheng2
至诚	zhi4'cheng5
臷国	zhi4'guo2
舀子	yao3'zi5
舅子	jiu4'zi5
舅爷	jiu4'ye2
舅爷	jiu4'ye5
舅舅	jiu4'jiu5
舆从	yu2'zong4
舆地	yu2'di4
舆謣	yu2'xu1
舌头	she2'tou5
舌苔	she2'tai1
舍亲	she4'qin1
舍得	she3'de5
舍监	she4'jian1
舍间	she4'jian1
舒卷	shu1'juan3
舒坦	shu1'tan3
舒坦	shu1'tan5
舒散	shu1'san4
舒服	shu1'fu2
舒服	shu1'fu5
舛错	chuan3'cuo4
舛错	chuan3'cuo5
舜华	shun4'hua1
舞乐	wu3'yue4
舞勺	wu3'zhuo2
舞场	wu3'chang2
舞弄	wu3'nong4
舞曲	wu3'qu3
舞蹈	wu3'dao4
舟曲	zhou1'qu3
航模	hang2'mo2
航空	hang2'kong1
航行	hang2'xing2
般乐	pan2'le4
般倕	ban1'chui2
般弄	ban1'nong4
般桓	pan2'huan2
般游	pan2'you2
般礴	pan2'bo2
般若	bo1're3
般调	ban1'tiao2
舰载	jian4'zai4
舰长	jian4'zhang3
舳舻	zhou2'lu2
舳舻	zhu2'lu2
船壳	chuan2'ke2
船帆	chuan2'fan2
船期	chuan2'qi2
船长	chuan2'zhang3
艋舺	meng3'jia3
艨冲	meng2'chong1
艨艟	meng2'tong2
艮岳	gen4'yue4
良将	liang2'jiang4
良相	liang2'xiang4
良种	liang2'zhong3
艰危	jian1'wei2
艰难	jian1'nan2
色养	se4'yang4
色子	shai3'zi5
色差	se4'cha1
色度	se4'du4
色弹	se4'dan4
色散	se4'san4
色盅	shai3'zhong1
色调	se4'diao4
色钟	shai3'zhong1
色长	se4'zhang3
艽野	qiu2'ye3
艾子	ai4'zi5
艾安	yi4'an1
节下	jie2'xia4
节下	jie2'xia5
节假	jie2'jia4
节子	jie2'zi5
节度	jie2'du4
节操	jie2'cao1
节旄	jie2'mao2
节气	jie2'qi4
节气	jie2'qi5
节钱	jie2'qian5
节间	jie2'jian1
芋头	yu4'tou5
芋泥	yu4'ni2
芍药	shao2'yao4
芍药	shuo4'yue4
芍陂	que4'pi2
芎䓖		qiong1'qiong2
芎林	qiong1'lin2
芒刺	mang2'ci4
芒种	mang2'zhong4
芜累	wu2'lei3
芝麻	zhi1'ma5
芟落	shan1'luo4
芥兰	gai4'lan2
芥末	jie4'mo4
芥末	jie4'mo5
芥蓝	gai4'lan2
芫荽	yan2'sui5
芫荽	yuan2'sui1
芭乐	ba1'le4
芭苴	ba1'ju3
芯子	xin4'zi5
芯片	xin1'pian4
芰荷	ji4'he2
花呢	hua1'ni2
花哄	hua1'hong5
花哄	hua1'hong5
花哨	hua1'shao5
花圈	hua1'quan1
花头	hua1'tou2
花头	hua1'tou5
花子	hua1'zi5
花息	hua1'xi2
花掉	hua1'diao5
花教	hua1'jiao4
花朝	hua1'zhao1
花期	hua1'qi2
花消	hua1'xiao5
花片	hua1'pian4
花相	hua1'xiang4
花稍	hua1'shao5
花结	hua1'jie2
花蛤	hua1'ge2
花费	hua1'fei4
花费	hua1'fei5
花都	hua1'du1
花钿	hua1'dian4
花销	hua1'xiao5
花露	hua1'lu4
芴漠	hu1'mo4
芾芾	fu2'fu2
苍术	cang1'zhu2
苍穹	cang1'qiong1
苍苔	cang1'tai2
苍蝇	cang1'ying5
苏息	su1'xi2
苏打	su1'da2
苏打	su1'da3
苏隄	su1'ti2
苑结	yu4'jie2
苔原	tai2'yuan2
苔岑	tai2'cen2
苔砌	tai2'qi4
苔纸	tai2'zhi3
苔藓	tai2'xian3
苔衣	tai2'yi1
苔钱	tai2'qian2
苕子	tiao2'zi5
苕帚	tiao2'zhou5
苕果	tiao2'guo3
苕溪	tiao2'xi1
苕苕	tiao2'tiao2
苗头	miao2'tou5
苗子	miao2'zi5
苗条	miao2'tiao5
苛切	ke1'qie4
苛薄	ke1'bo2
苜蓿	mu4'su4
苞子	bao1'zi5
苞藏	bao1'cang2
苟为	gou3'wei2
苟得	gou3'de2
苤蓝	pie3'lan5
若夫	ruo4'fu2
若干	ruo4'gan1
若还	ruo4'huan2
苦乐	ku3'le4
苦参	ku3'shen1
苦地	ku3'di4
苦处	ku3'chu5
苦头	ku3'tou2
苦头	ku3'tou5
苦子	ku3'zi5
苦差	ku3'chai1
苦干	ku3'gan1
苦干	ku3'gan4
苦待	ku3'dai4
苦熬	ku3'ao2
苦相	ku3'xiang4
苦空	ku3'kong1
苦累	ku3'lei4
苦行	ku3'xing2
苦闷	ku3'men4
苦难	ku3'nan4
英吨	ying1'dun4
苹叶	pin2'ye4
苹婆	ping2'po2
苹果	ping2'guo3
苹风	pin2'feng1
茁实	zhuo2'shi5
茁长	zhuo2'zhang3
茂亲	mao4'qin1
茂兴	mao4'xing1
茂盛	mao4'sheng4
茂绩	mao4'ji1
茂行	mao4'xing4
范蠡	fan4'li3
茄克	jia1'ke4
茄冬	jia1'dong1
茄子	qie2'zi5
茄科	qie2'ke1
茄萣	qie2'ding4
茄袋	qie2'dai4
茄酸	qie2'suan1
茅厕	mao2'ce4
茅厕	mao2'si5
茅塞	mao2'se4
茆店	mao2'dian4
茆茨	mao2'ci2
茇茇	bei4'bei4
茈胡	chai2'hu2
茉莉	mo4'li5
茎干	jing1'gan1
茔地	ying2'di4
茙菽	rong2'shu2
茝若	chai3'ruo4
茧子	jian3'zi5
茨菰	ci2'gu1
茨菰	ci2'gu5
茬地	cha2'di4
茬子	cha2'zi5
茳芏	jiang1'tu3
茵借	yin1'jie4
茶上	cha2'shang5
茶坊	cha2'fang1
茶坊	cha2'fang2
茶行	cha2'hang2
茶钱	cha2'qian5
茶食	cha2'shi5
茹荤	ru2'hun1
荃葛	quan2'ge3
荆轲	jing1'ke1
草创	cao3'chuang4
草地	cao3'di4
草率	cao3'shuai4
草耙	cao3'pa2
荎藸	chi2'chu2
荐头	jian4'tou5
荐度	jian4'du4
荐言	jian4'yan2
荒地	huang1'di4
荒宁	huang1'ning2
荠苧	ji4'ning2
荠菜	ji4'cai4
荡散	dang4'san4
荣行	rong2'xing2
荣辱	rong2'ru4
荤允	xun1'yun3
荤油	hun1'you2
荤粥	xun1'yu4
荤素	hun1'su4
荤腥	hun1'xing1
荤菜	hun1'cai4
荤辛	hun1'xin1
荤食	hun1'shi2
荥经	ying2'jing1
荧屏	ying2'ping2
荧燎	ying2'liao4
荨麻	qian2'ma2
荨麻	xun2'ma2
荫监	yin4'jian4
药叉	yao4'cha1
药片	yao4'pian4
药行	yao4'hang2
药量	yao4'liang4
药铺	yao4'pu4
荷兰	he2'lan2
荷包	he2'bao1
荷包	he2'bao5
荷塘	he2'tang2
荷惧	he4'ju4
荷担	he4'dan1
荷月	he2'yue4
荷泽	he2'ze2
荷花	he2'hua1
荷蓑	he4'suo1
荷衣	he2'yi1
荷重	he4'zhong4
荷锄	he4'chu2
荷马	he2'ma3
荸荠	bi2'qi2
荼垒	shu1'lv4
荼蓼	tu2'liao3
莎拉	sha1'la1
莎草	suo1'cao3
莎车	sha1'che1
莎鸡	sha1'ji1
莘县	shen1'xian4
莘莘	shen1'shen1
莜面	you2'mian4
莜麦	you2'mai4
莞尔	wan3'er3
莠民	you4'min2
莠言	you4'yan2
莨绸	liang2'chou2
莩末	fu2'mo4
莩甲	fu2'jia3
莫府	mu4'fu3
莫当	mo4'dang1
莫得	mo4'de2
莫教	mo4'jiao4
莫春	mu4'chun1
莫景	mu4'jing3
莫邪	mo4'ye2
莱切	lai2'qie4
莱卡	lai2'ka3
莲都	lian2'du1
莳秧	shi2'yang1
莳箩	shi2'luo2
莳绘	shi2'hui4
莳花	shi2'hua1
莳萝	shi2'luo2
获得	huo4'de2
莹嫇	ying2'meng2
莺燕	ying1'yan4
菀枯	yu4'ku1
菉豆	lv4'dou4
菌丝	jun4'si1
菌伞	jun4'san3
菌子	jun4'zi5
菌幕	jun4'mu4
菌托	jun1'tuo1
菌柄	jun4'bing3
菌核	jun4'he2
菌根	jun4'gen1
菌桂	jun4'gui4
菌界	jun1'jie4
菌盖	jun4'gai4
菌肥	jun1'fei2
菌苗	jun1'miao2
菌落	jun1'luo4
菌落	jun4'luo4
菌褶	jun4'zhe2
菌质	jun4'zhi2
菌质	jun4'zhi4
菑畬	zi1'yu2
菖鲉	chang1'you2
菜地	cai4'di4
菜场	cai4'chang2
菥蓂	xi1'mi4
菱角	ling2'jiao5
菲仪	fei3'yi2
菲姬	fei3'ji1
菲敬	fei3'jing4
菲材	fei3'cai2
菲礼	fei3'li3
菲艺	fei3'yi4
菲菲	fei1'fei1
菲菲	fei3'fei3
菲薄	fei3'bo2
菲酌	fei3'zhuo2
菹醢	ju1'hai3
菽乳	shu2'ru3
菽水	shu2'shui3
菽粟	shu2'su4
菽糜	shu2'mi2
菽麦	shu2'mai4
萆薢	bi4'xie4
萎叶	wei3'ye4
萎蕤	wei3'rui2
萎谢	wei1'xie4
萎靡	wei1'mi3
萎靡	wei3'mi3
萐莆	sha4'fu3
营勾	ying2'gou1
营地	ying2'di4
营生	ying2'sheng1
营生	ying2'sheng5
营长	ying2'zhang3
萦系	ying2'xi4
萧乾	xiao1'qian2
萧散	xiao1'san3
萨嘎	sa4'ga1
萯阳	bei4'yang2
萹豆	bian3'dou4
萼片	e4'pian4
落下	la4'xia5
落下	luo4'xia4
落下	luo4'xia5
落乡	luo4'xiang1
落了	la4'le5
落了	lao4'le5
落价	lao4'jia4
落价	luo4'jia4
落伍	luo4'wu3
落体	luo4'ti3
落作	lao4'zuo1
落俗	luo4'su2
落保	luo4'bao3
落入	luo4'ru4
落单	luo4'dan1
落卷	luo4'juan4
落发	luo4'fa3
落台	luo4'tai2
落叶	luo4'ye4
落后	luo4'hou4
落地	lao4'di4
落地	luo4'di4
落场	la4'chang2
落坐	luo4'zuo4
落墨	luo4'mo4
落套	luo4'tao4
落子	lao4'zi5
落实	luo4'shi2
落寞	luo4'mo4
落尘	luo4'chen2
落局	luo4'ju2
落差	luo4'cha1
落帐	lao4'zhang4
落幕	luo4'mu4
落度	luo4'duo4
